"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE","ideologie_VD","vote_nationaliste_VD","participation_VD","vote_quebec2018_CAQ_VD","vote_quebec2018_PQ_VD","vote_quebec2018_PLQ_VD","vote_quebec2018_QS_VD","vote_quebec2018_vert_VD","vote_quebec2018_autre_VD","vote_quebec2018_bulletinnul_VD","vote_quebec2018_pasvote_VD","vote_US_VD","vote_france_enmarche_VD","vote_france_republicains_VD","vote_france_verts_VD","vote_france_PS_VD","vote_france_RN_VD","vote_france_insoumise_VD","vote_canada_liberal_VD","vote_canada_conservateur_VD","vote_canada_npd_VD","vote_canada_bloc_VD","vote_canada_vert_VD","vote_canada_autre_VD","vote_quebec_CAQ_VD","vote_quebec_PQ_VD","vote_quebec_PLQ_VD","vote_quebec_QS_VD","vote_quebec_vert_VD","vote_quebec_autre_VD","anciens_presidents_VD","vote_strategique_VD","changement_scrutin_VD","age_categories"
"689",2000,20,"Étudiant et salarié","1.moins de $30,000","2.Femme","Autre",NA,1,"4.Universitaire deuxième cycle et plus","2.Assez important","oui, beaucoup","Canada",2,1,1,"QC",2,"classe moyenne",1,1,"non","non","resté stable","1.Très satisfait",2,"1.Très satisfait",7,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","3.Neutre","5.Plutôt en désaccord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","Parti libéral","3.Peu répandue",11,10,"2.Plutôt bonne opinion","resté stable","améliorée","3.Peu satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Parti libéral",NA,1,"1.Beaucoup plus importante",6,5,2,4,3,1,7,"1.Beaucoup",NA,4,"1.Très satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, totalement","5.Beaucoup confiance","3.Moyennement","5.Plutôt en désaccord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord",10,9,"1.Très intéressé",9,"Le vote","Oui",10,1,4,3,2,"2.De manière satisfaisante","2.Satisfait","1.Tout à fait en faveur",0,10,9,0,8,3,5,"Télévision","Oui, plusieurs fois","2.Assez","Non",NA,NA,"Famille","Oui","Non","6.2-3 heures/jour",4,"3.Souvent","Autre","2.Assez","1.Fortement d’accord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","1.Bien informé",6,10,"2.Un peu confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Oui",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,10,"Choisir l'option la moins pire","Voter pour le parti adverse en espérant passer un message","2.Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,4,0,1,0,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,NA,10,1,"1.Moins de 25 ans"
"690",2000,20,"Étudiant et salarié","1.moins de $30,000","2.Femme","Canada","Français",2,"3.Universitaire premier cycle","3.Pas très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","2.Satisfait",2,"1.Très satisfait",8,NA,"Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","5.Plutôt en désaccord","2.Plutôt d’accord","1.Fortement d’accord",NA,"1.Fortement d’accord","3.Ni en accord, ni en désaccord","NDP","1.Très répandue",11,10,"3.Ni bonne ni mauvaise opinion","détériorée","détériorée","4.Pas du tout satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Bloc Québécois",NA,"NPD",NA,1,"3.Ni plus ni moins importante",5,2,6,4,1,3,6,"1.Beaucoup",NA,4,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","2.Peu confiance","1.Pas du tout","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord",10,7,"4.Peu intéressé",2,"Manifestations, pétitions et vote","Ne sais pas",10,3,4,1,2,"2.De manière satisfaisante","1.Tout à fait satisfait",NA,8,10,0,6,8,10,10,"Réseaux sociaux","Oui, plusieurs fois","1.Beaucoup","Non",NA,NA,"Réseaux sociaux","Oui","Oui, ceux qui partagent les opinions","6.2-3 heures/jour",4,"3.Souvent","Facebook","1.Beaucoup","1.Fortement d’accord",NA,"1.Fortement d’accord","5.Plutôt en désaccord","3.Pas très informé",10,10,"3.Moyennement confiance","3.Moyennement confiance","2.Un peu confiance","Oui","Oui",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,NA,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,5,"Choisir l'option la moins pire","Voter pour ce parti quand même","1.Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"2.Une élection sur deux","Parti libéral",NA,4,8,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,5,NA,"1.Moins de 25 ans"
"691",2000,20,"Étudiant et salarié","2.$30,000 à $60,000","1.Homme","Canada","Autre",1,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","2.Assez important","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",2,1,"oui","oui","détérioré","3.Peu satisfait",NA,"3.Peu satisfait",8,"NPD","Les politiques sont adéquates, mais l'économie souffre","1.Beaucoup plus d'ouverture","5.Plutôt en désaccord","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","4.Assez en désaccord","2.Plutôt d’accord","5.Plutôt en désaccord",NA,"5.Plutôt en désaccord","5.Plutôt en désaccord","Parti libéral","1.Très répandue",9,7,"2.Plutôt bonne opinion","détériorée","améliorée","3.Peu satisfaisant","1.Grandement","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"Parti libéral",NA,1,"3.Ni plus ni moins importante",6,1,4,2,5,3,4,"2.Un peu",NA,2,"2.Assez satisfait","3.Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","1.Pas confiance","2.Peu","4.Assez en désaccord","2.Plutôt d’accord","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord",4,10,"1.Très intéressé",8,"Le vote","Non",1,1,3,2,4,"3.Pas vraiment","4.Peu satisfait","1.Tout à fait en faveur",1,9,5,3,7,2,NA,"Réseaux sociaux","Oui, plusieurs fois","1.Beaucoup","Oui","Parti libéral",NA,"Réseaux sociaux","Oui","Oui, de tous bords politiques","7.plus de 3 heures/jour",4,"4.Systématiquement","Twitter","2.Assez","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","1.Bien informé",3,10,"2.Un peu confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Non",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,"Choisir l'option la moins pire","Voter pour ce parti quand même","5.Pas du tout satisfait","Je ne sais pas si je voterais",6,"L'idéologie","Non","Oui","2.Une élection sur deux","Bloc Québécois",NA,2,1,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,1,"1.Moins de 25 ans"
"692",2000,20,"Étudiant et salarié","5.Plus de $110,000","1.Homme","Canada","Autre",2,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","4.Pas important du tout","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"non","non","amélioré","2.Satisfait",2,"3.Peu satisfait",0,"NPD","Les politiques sont adéquates, permettent à l'économie de rester stable","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","4.Assez en désaccord",NA,"4.Assez en désaccord","5.Plutôt en désaccord","NDP","2.Assez répandue",11,10,"4.Plutôt mauvaise opinion","détériorée","améliorée","2.Assez satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","NPD",NA,"NPD",NA,2,"2.Plus importante",6,2,5,3,1,4,6,"2.Un peu",NA,3,"3.Peu satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, cela n'a rien à voir","2.Peu confiance","1.Pas du tout","4.Assez en désaccord","2.Plutôt d’accord","6.Fortement en désaccord","3.Ni en accord, ni en désaccord","6.Fortement en désaccord","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","6.Fortement en désaccord",4,9,"1.Très intéressé",9,"Manifestations, pétitions et vote","Ne sais pas",8,4,1,3,2,"3.Pas vraiment","4.Peu satisfait","2.Plutôt en faveur",9,10,3,0,7,5,5,"Articles internet","Non","4.Pas du tout","Non",NA,NA,"journaux en ligne-papier",NA,"Non","7.plus de 3 heures/jour",3,"4.Systématiquement","Facebook","2.Assez","2.Plutôt d’accord",NA,"1.Fortement d’accord","4.Assez en désaccord","2.Plutôt informé",4,10,"2.Un peu confiance","1.Pas confiance","4.Beaucoup confiance","Non","Oui",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,"De Gaulle",0,"Ne pas voter","Ne pas voter","4.Pas satisfait","J'irais certainement voter",7,"Le candidat","Oui",NA,"5.À aucune élection","Parti conservateur",NA,3,9,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,"1.Moins de 25 ans"
"693",2000,20,"Étudiant et salarié","5.Plus de $110,000","2.Femme","Canada","Français",1,"3.Universitaire premier cycle","4.Pas important du tout","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","2.Satisfait",2,"2.Satisfait",6,"NPD","Les politiques sont adéquates, permettent à l'économie de rester stable","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","5.Plutôt en désaccord","1.Fortement d’accord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","NDP","2.Assez répandue",8,7,"3.Ni bonne ni mauvaise opinion","détériorée","resté stable","2.Assez satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","NPD",NA,"NPD",NA,2,"2.Plus importante",2,3,1,6,5,4,10,"1.Beaucoup",NA,2,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","4.Moyennement confiance","3.Moyennement","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord",8,10,"1.Très intéressé",9,"Manifestations, pétitions et vote","Oui",9,4,3,1,2,"2.De manière satisfaisante","4.Peu satisfait","1.Tout à fait en faveur",5,9,6,0,9,7,7,"Réseaux sociaux","Oui, plusieurs fois","2.Assez","Non",NA,NA,"journaux en ligne-papier","Oui","Oui, ceux qui partagent les opinions","7.plus de 3 heures/jour",4,"3.Souvent","Twitter","3.Peu","3.Ni en accord, ni en désaccord",NA,"1.Fortement d’accord","4.Assez en désaccord","1.Bien informé",0,9,"3.Moyennement confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Non",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,5,"Choisir l'option la moins pire","Voter pour ce parti quand même","4.Pas satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,2,5,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,5,1,"1.Moins de 25 ans"
"694",2000,20,"Salarié à temps partiel","1.moins de $30,000","1.Homme","France",NA,2,"4.Universitaire deuxième cycle et plus","4.Pas important du tout","oui, quelques-uns","France",1,1,1,NA,NA,"classe moyenne",2,1,"oui","oui","détérioré","3.Peu satisfait",1,"2.Satisfait",4,NA,"Les politiques sont adéquates, permettent à l'économie de rester stable","6.Je ne sais pas","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","3.Ni en accord, ni en désaccord",NA,"1.Très répandue",11,NA,"4.Plutôt mauvaise opinion",NA,NA,NA,"2.Moyennement","Je vais davantage m’intéresser aux politiques proposées",NA,"Aucun",NA,"Aucun",1,NA,NA,NA,NA,NA,NA,NA,5,"2.Un peu","5.Sans opinion",6,"3.Peu satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, cela n'a rien à voir","3.Confiance","3.Moyennement","5.Plutôt en désaccord","1.Fortement d’accord","5.Plutôt en désaccord",NA,"1.Fortement d’accord","4.Assez en désaccord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","6.Fortement en désaccord",3,4,"3.Indifférent",3,"Aucun","Non",6,2,3,4,1,"3.Pas vraiment","2.Satisfait","3.Sans opinion, neutre",NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,"Non, jamais",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Gaulle",7,"Ne pas voter","Ne pas voter","3.Ni satisfait, ni insatisfait","J'irais probablement voter",6,"L'idéologie","Oui",NA,"4.Une élection sur quatre ou plus",NA,"Aucun",6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,"1.Moins de 25 ans"
"695",2000,20,"Salarié à temps partiel","1.moins de $30,000","2.Femme","Canada","Autre",1,"3.Universitaire premier cycle","1.Très important","oui, beaucoup","Canada",2,1,1,"QC",2,"classe moyenne",1,1,"non","non","détérioré","3.Peu satisfait",2,"4.Très insatisfait",5,"Autre","Les politiques sont adéquates, permettent à l'économie de rester stable","1.Beaucoup plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","5.Plutôt en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord",NA,"1.Fortement d’accord","5.Plutôt en désaccord","Je ne sais pas","1.Très répandue",11,10,"2.Plutôt bonne opinion","détériorée","resté stable","4.Pas du tout satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Autre",NA,"Non, aucun",NA,1,NA,2,1,3,4,5,6,6,"4.Ne sais pas",NA,5,"3.Peu satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","3.Confiance","1.Pas du tout","4.Assez en désaccord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","4.Assez en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord",10,8,"4.Peu intéressé",5,"Manifestations, pétitions et vote","Non",NA,4,1,3,2,"2.De manière satisfaisante","3.Neutre","3.Sans opinion, neutre",3,6,NA,7,NA,NA,NA,"Réseaux sociaux","Non","3.Peu","Non",NA,NA,"Réseaux sociaux","Oui","Oui, de tous bords politiques","7.plus de 3 heures/jour",4,"3.Souvent","Twitter","2.Assez","1.Fortement d’accord",NA,"1.Fortement d’accord","6.Fortement en désaccord","2.Plutôt informé",1,4,"2.Un peu confiance","2.Un peu confiance","2.Un peu confiance","Non","Non",NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,"Chirac",6,"Ne pas voter","Ne pas voter","3.Ni satisfait, ni insatisfait","J'irais certainement voter",10,"Ni l'un ni l'autre","Non","Ne sais pas","5.À aucune élection","Non, aucun",NA,5,3,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2,6,3,"1.Moins de 25 ans"
"696",2000,20,"Salarié à temps partiel","1.moins de $30,000","2.Femme","Canada",NA,1,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","3.Pas très important","oui, beaucoup","Canada",1,1,1,"QC",1,"classe ouvrière",2,1,"non","non","resté stable","3.Peu satisfait",NA,"3.Peu satisfait",9,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","4.Assez en désaccord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord",NA,"3.Ni en accord, ni en désaccord","4.Assez en désaccord","Parti libéral","3.Peu répandue",4,6,"2.Plutôt bonne opinion","resté stable","resté stable","2.Assez satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"NPD",NA,1,"2.Plus importante",3,2,5,6,1,4,8,"1.Beaucoup",NA,3,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","2.Peu","6.Fortement en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",7,7,"2.Intéressé",8,"Manifestations, pétitions et vote","Non",7,3,2,4,1,"2.De manière satisfaisante",NA,NA,2,6,9,0,9,3,9,"Télévision","Oui, plusieurs fois","2.Assez","Oui","Parti libéral",NA,"journaux en ligne-papier","Oui","Oui, ceux qui partagent les opinions","7.plus de 3 heures/jour",4,"3.Souvent","Twitter","2.Assez","1.Fortement d’accord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","2.Plutôt informé",6,10,"3.Moyennement confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Non",1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,NA,7,"Ne pas voter","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,3,2,1,0,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,NA,7,NA,"1.Moins de 25 ans"
"697",2000,20,"Salarié à temps partiel","1.moins de $30,000","2.Femme","États-Unis",NA,1,"1.Pas de diplôme / école primaire","4.Pas important du tout","oui, quelques-uns","France",2,1,2,NA,NA,"classe ouvrière",2,1,"oui","non",NA,"2.Satisfait",1,"3.Peu satisfait",5,"Parti vert","Les politiques sont adéquates, mais l'économie souffre","1.Beaucoup plus d'ouverture","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","2.Plutôt d’accord",NA,NA,NA,8,"3.Ni bonne ni mauvaise opinion","détériorée","resté stable","4.Pas du tout satisfaisant","2.Moyennement","Je vais faire un bilan des politiques mises en place pendant le mandat ",NA,"Républicains",NA,"France insoumise",1,"3.Ni plus ni moins importante",1,5,6,2,4,3,3,"1.Beaucoup","2.Plutôt inquiet",5,"2.Assez satisfait","4.Pas du tout satisfait","Je ne m’y intéresse pas du tout parce que je n’y crois plus","Oui, mais de moins en moins","4.Moyennement confiance","4.Correctement","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","4.Assez en désaccord","2.Plutôt d’accord","5.Plutôt en désaccord","4.Assez en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord",5,6,"3.Indifférent",1,"Manifestations, pétitions et vote","Non",6,3,4,2,1,"5.Ne s'applique pas","4.Peu satisfait","1.Tout à fait en faveur",NA,3,6,3,6,4,5,"Réseaux sociaux","Non","2.Assez","Oui",NA,"République en marche","Réseaux sociaux","Un peu","Non",NA,NA,NA,NA,"3.Peu","1.Fortement d’accord",NA,"2.Plutôt d’accord","2.Plutôt d’accord","3.Pas très informé",NA,8,"1.Pas confiance","2.Un peu confiance","2.Un peu confiance","Non","Oui",0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Non, mais la plupart du temps",2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarkozy",3,"Choisir l'option la moins pire","Ne pas voter","3.Ni satisfait, ni insatisfait","Je ne sais pas si je voterais",3,NA,"Non",NA,"2.Une élection sur deux",NA,"Europe-écologie - Les verts",5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,"1.Moins de 25 ans"
"698",2000,20,"Salarié à temps partiel","3.$60,000 à $90,000","1.Homme","Canada","Italien",2,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","4.Pas important du tout","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"non","non","détérioré","3.Peu satisfait",1,"3.Peu satisfait",9,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","4.Moins d'ouverture","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","2.Plutôt d’accord","Je ne sais pas","1.Très répandue",4,4,"2.Plutôt bonne opinion","détériorée","détériorée","3.Peu satisfaisant","1.Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Non, aucun",NA,"Non, aucun",NA,2,"2.Plus importante",4,1,6,2,5,3,2,"2.Un peu",NA,5,"3.Peu satisfait","3.Peu satisfait","Je ne m’y intéresse pas du tout parce que je n’y crois plus","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","1.Pas du tout","6.Fortement en désaccord","4.Assez en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord",10,3,"4.Peu intéressé",2,"Le vote","Non",9,2,3,1,4,"4.Pas du tout","3.Neutre","2.Plutôt en faveur",0,8,3,2,3,0,1,"Réseaux sociaux","Oui, plusieurs fois","4.Pas du tout","Non",NA,NA,"Réseaux sociaux","Pas du tout","Non","5.1-2 heure/jour",3,"4.Systématiquement","Twitter","3.Peu","2.Plutôt d’accord",NA,"1.Fortement d’accord","6.Fortement en désaccord","3.Pas très informé",1,7,"1.Pas confiance","3.Moyennement confiance","2.Un peu confiance","Oui","Oui",0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,NA,"Non, jamais",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Sarkozy",10,"Ne pas voter","Ne pas voter","3.Ni satisfait, ni insatisfait","Je n'irais probablement pas voter",9,"Le candidat","Non","Non","5.À aucune élection","Bloc Québécois",NA,5,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,3,10,2,"1.Moins de 25 ans"
