"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE"
"11",1941,79,NA,NA,"Femme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas très important","non aucun","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Très satisfait",1,"Satisfait",3,"Parti libéral","Les politiques sont adéquates, permettent à l'économie de rester stable","Beaucoup plus d'ouverture","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",NA,"Plutôt d’accord","Plutôt d’accord","Parti libéral","Assez répandue",9,8,"Plutôt bonne opinion","détériorée","resté stable","Assez satisfaisant","Grandement","Je vais davantage m’intéresser aux politiques proposées","Parti conservateur",NA,"Parti conservateur",NA,2,"Ni plus ni moins importante",6,5,1,4,3,2,7,"Beaucoup",NA,5,"Très satisfait","Moyennement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, totalement","Beaucoup confiance","Correctement","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Plutôt en désaccord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",7,7,"Très intéressé",6,"Le vote","Non",7,3,1,2,4,"De manière satisfaisante","Satisfait","Tout à fait en faveur",0,9,7,7,5,5,6,"Télévision","Non","Assez","Non",NA,NA,"Réseaux sociaux","Un peu","Oui, de tous bords politiques","1-2 heure/jour",1,"Jamais","Autre","Assez","Fortement d’accord",NA,"Plutôt d’accord","Plutôt d’accord","Plutôt informé",0,7,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,"Macron",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",7,"Le candidat","Oui",NA,"Une élection sur trois",NA,NA
"12",1943,77,"À la retraite","$30,000 à $60,000","Homme","Canada","Français",2,"universitaire premier cycle","assez important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","Satisfait",1,"Satisfait",6,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Moins d'ouverture","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","NDP","Assez répandue",6,5,"Plutôt bonne opinion","détériorée","resté stable","Très satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Parti libéral",NA,2,"Beaucoup plus importante",2,5,6,4,1,3,4,NA,NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Moyennement confiance","Correctement","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",8,8,"Intéressé",6,"Le vote","Non",6,1,3,2,4,NA,"Tout à fait satisfait","Plutôt en faveur",3,7,8,4,6,6,6,"Journaux","Je n'utilise pas les réseaux sociaux","Assez","Non",NA,NA,"journaux en ligne-papier",NA,NA,NA,NA,NA,NA,"Assez","Ni en accord, ni en désaccord",NA,"Plutôt d’accord","Fortement en désaccord","Plutôt informé",0,5,NA,"Un peu confiance","Un peu confiance","Oui","Oui",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Sarkozy",10,NA,"Voter pour le parti adverse en espérant passer un message","Satisfait","J'irais certainement voter",5,"L'idéologie","Oui",NA,NA,"Bloc Québécois",NA
"13",1943,77,"À la retraite","$60,000 à $90,000","Homme","Canada","Français",1,"universitaire deuxième cycle et plus","pas très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Satisfait",NA,"Satisfait",5,NA,"Les politiques sont adéquates, mais l'économie souffre","Neutre","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Parti libéral","Peu répandue",6,8,"Plutôt mauvaise opinion","détériorée","resté stable","Peu satisfaisant","Peu",NA,"Parti libéral",NA,"Parti libéral",NA,2,"Ni plus ni moins importante",2,4,6,1,5,3,2,"Ne sais pas",NA,5,"Assez satisfait","Moyennement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, mais de moins en moins","Confiance","Moyennement",NA,"Fortement d’accord","Plutôt en désaccord","Fortement d’accord","Plutôt d’accord","Plutôt en désaccord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord",7,8,"Intéressé",5,"Le vote","Oui",7,1,3,2,4,"Pas vraiment","Peu satisfait","Tout à fait en faveur",5,10,7,2,6,5,5,"Télévision","Non","Assez","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Non","2-3 heures/jour",2,"Souvent",NA,"Assez","Fortement d’accord",NA,"Fortement d’accord","Assez en désaccord","Plutôt informé",3,10,"Moyennement confiance","Moyennement confiance",NA,"Incertain","Incertain",NA,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,8,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",5,"L'idéologie","Oui",NA,NA,"Non, aucun",NA
"14",1944,76,"À la retraite","$30,000 à $60,000","Femme","Canada",NA,2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","Très important","non aucun","Canada",2,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","Satisfait",1,"Satisfait",5,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Moins d'ouverture","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord",NA,"Fortement d’accord","Plutôt d’accord","Je ne sais pas","Assez répandue",6,5,"Ni bonne ni mauvaise opinion","détériorée","resté stable","Peu satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Bloc Québécois",NA,NA,"Beaucoup plus importante",6,5,4,1,2,3,3,"Beaucoup",NA,NA,"Peu satisfait",NA,"Je ne m’y intéresse pas du tout parce que je n’y crois plus","Oui, mais de moins en moins","Confiance","Correctement","Plutôt d’accord","Plutôt en désaccord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord",5,NA,"Intéressé",NA,"Le vote","Non",5,1,3,2,4,NA,NA,NA,5,NA,5,0,0,5,0,"Journaux","Non","Assez","Non",NA,NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","Moins d'une heure/jour",1,"Rarement","Autre","Assez","Fortement en désaccord",NA,"Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt informé",3,5,"Moyennement confiance","Moyennement confiance","Un peu confiance","Oui","Oui",1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,"Sarkozy",NA,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais probablement voter",5,"Ni l'un ni l'autre","Oui",NA,"À aucune élection","Parti conservateur",NA
"15",1944,76,"À la retraite","Plus de $110,000","Homme","Canada","Français",2,"universitaire premier cycle","pas très important","non aucun","Canada",1,2,1,"QC",1,"classe supérieure",1,1,"oui","oui","resté stable","Très satisfait",2,"Satisfait",3,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Neutre","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Assez en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Assez en désaccord","NDP","Peu répandue",8,7,"Plutôt bonne opinion","détériorée","resté stable","Assez satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées","Parti conservateur",NA,"Parti conservateur",NA,2,"Ni plus ni moins importante",4,2,5,6,3,NA,5,"Un peu",NA,6,"Très satisfait","Grandement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Ni en accord, ni en désaccord","Fortement d’accord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord",9,9,"Très intéressé",7,"Le vote","Oui",5,1,2,3,4,"De manière satisfaisante","Satisfait","Tout à fait en défaveur",4,10,8,6,3,8,3,"Journaux","Je n'utilise pas les réseaux sociaux","Beaucoup","Oui","Parti libéral",NA,"journaux en ligne-papier","Pas du tout","Non","Jamais",NA,NA,"Autre","Assez","Fortement d’accord",NA,"Plutôt en désaccord","Plutôt d’accord","Bien informé",4,10,NA,"Beaucoup confiance","Beaucoup confiance","Incertain","Oui",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,"Chirac",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"À aucune élection","Non, aucun",NA
"16",1945,75,"À la retraite","$30,000 à $60,000","Homme","Canada","Français",2,"Pas de diplôme / école primaire","assez important","non aucun","Canada",1,2,1,"QC",1,"classe ouvrière",1,1,"oui","oui","détérioré","Très satisfait",2,"Très satisfait",10,"Bloc Québécois","Les politiques sont adéquates, permettent à l'économie de rester stable","Un peu plus d'ouverture","Assez en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Plutôt en désaccord","Plutôt d’accord","Fortement d’accord",NA,"Fortement d’accord","Assez en désaccord","Bloc Québécois","Très répandue",11,10,"Plutôt mauvaise opinion","détériorée","détériorée","Assez satisfaisant","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Bloc Québécois",NA,"Bloc Québécois",NA,1,"Plus importante",6,4,1,5,3,2,6,"Beaucoup",NA,5,"Peu satisfait","Peu satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Pas confiance","Moyennement","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Assez en désaccord","Assez en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord",10,7,"Intéressé",3,"Le vote","Oui",10,1,3,2,4,"De manière satisfaisante","Satisfait","Plutôt en faveur",3,10,0,4,3,8,5,"Réseaux sociaux","Non","Assez","Oui","Parti libéral",NA,"Réseaux sociaux","Oui","Oui, de tous bords politiques","Plusieurs fois par semaine",4,"Rarement","Twitter","Beaucoup","Fortement d’accord",NA,"Assez en désaccord","Plutôt d’accord","Bien informé",NA,10,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,"Macron",10,"Choisir l'option la moins pire","Voter pour le parti adverse en espérant passer un message","Satisfait","J'irais certainement voter",10,"Le candidat","Oui",NA,"À aucune élection","Parti libéral",NA
"17",1945,75,"À la retraite","$30,000 à $60,000","Homme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","amélioré","Très insatisfait",2,"Très insatisfait",8,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Moins d'ouverture","Ni en accord, ni en désaccord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","NDP","Peu répandue",11,10,"Plutôt mauvaise opinion","détériorée","améliorée","Assez satisfaisant","Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"NPD",NA,1,"Plus importante",5,6,1,2,4,3,6,"Un peu",NA,NA,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Moyennement confiance","Peu","Fortement en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",8,9,"Très intéressé",8,"Le vote","Oui",8,1,3,2,4,"De manière satisfaisante","Satisfait","Plutôt en faveur",10,9,7,2,9,10,10,"Articles internet","Oui, plusieurs fois","Assez","Oui","Parti libéral",NA,"journaux en ligne-papier","Pas du tout","Non","1-2 heure/jour",3,"Souvent","Facebook","Assez","Plutôt d’accord",NA,"Assez en désaccord","Plutôt en désaccord","Bien informé",0,10,"Moyennement confiance","Beaucoup confiance","Beaucoup confiance","Oui","Oui",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,"Macron",7,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",9,"Le candidat","Oui",NA,"À aucune élection","Parti conservateur",NA
"18",1945,75,"À la retraite","Plus de $110,000","Femme","France",NA,NA,"Secondaire / Collégiales / CEGEP / Lycée / DEP","assez important","oui, beaucoup","France",2,2,1,NA,NA,"classe moyenne",2,2,"non","non","détérioré","Peu satisfait",2,"Satisfait",5,NA,"Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Plutôt en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",NA,"Assez en désaccord","Plutôt en désaccord","Parti vert","Peu répandue",9,8,"Ni bonne ni mauvaise opinion","resté stable","resté stable","Très satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,"Aucun",NA,"Parti socialiste",1,NA,2,5,6,4,1,3,1,"Beaucoup","Peu inquiet",3,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Confiance","Correctement","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord",8,6,"Intéressé",4,"Manifestations, pétitions et vote","Oui",8,3,4,1,2,"De manière satisfaisante","Neutre","Plutôt en faveur",NA,10,NA,NA,NA,NA,NA,"Journaux","Non","Assez","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Non","Rarement",1,"Rarement",NA,"Assez","Ni en accord, ni en désaccord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt informé",3,5,"Pas confiance","Moyennement confiance","Moyennement confiance","Incertain","Oui",1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Choisir l'option la moins pire","Ne pas voter","Ni satisfait, ni insatisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"Toutes les élections",NA,"RN"
"19",1945,75,NA,"Plus de $110,000","Femme","Autre",NA,2,"universitaire premier cycle","assez important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"non","non","amélioré","Très satisfait",1,"Très satisfait",6,"Parti libéral","Les politiques sont adéquates, permettent à l'économie de rester stable","Neutre","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Parti libéral","Peu répandue",6,0,"Plutôt bonne opinion","resté stable","resté stable","Assez satisfaisant","Moyennement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Parti libéral",NA,"Parti libéral",NA,1,"Plus importante",4,5,6,2,3,1,3,"Beaucoup",NA,5,"Très satisfait","Grandement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, totalement","Beaucoup confiance","Correctement","Plutôt d’accord","Plutôt d’accord","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",10,7,"Très intéressé",8,"Le vote","Oui",10,1,4,3,2,"De manière satisfaisante","Satisfait",NA,0,9,10,NA,NA,NA,NA,"Articles internet","Je n'utilise pas les réseaux sociaux","Assez","Oui","Parti libéral",NA,"Réseaux sociaux","Oui","Oui, ceux qui partagent les opinions","Plusieurs fois par semaine",2,"Souvent","Youtube","Assez","Plutôt d’accord",NA,"Plutôt d’accord","Fortement d’accord","Plutôt informé",0,10,"Beaucoup confiance","Beaucoup confiance","Moyennement confiance","Non","Incertain",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Macron",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"Toutes les élections","Bloc Québécois",NA
"20",1946,74,NA,"Je ne sais pas / Préfère ne pas répondre)","Femme","Autre",NA,2,"universitaire deuxième cycle et plus","assez important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"non","non","détérioré","Très insatisfait",2,"Très insatisfait",9,NA,"Les politiques sont mauvaises","Un peu plus d'ouverture","Plutôt d’accord","Assez en désaccord","Plutôt en désaccord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord",NA,"Fortement d’accord","Plutôt d’accord","Parti libéral","Assez répandue",5,8,"Ni bonne ni mauvaise opinion","détériorée","détériorée","Peu satisfaisant","Grandement",NA,NA,NA,NA,NA,NA,"Ni plus ni moins importante",6,4,5,1,2,3,5,"Un peu",NA,5,"Assez satisfait","Moyennement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, totalement","Moyennement confiance","Peu","Assez en désaccord","Plutôt en désaccord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Assez en désaccord",8,10,"Intéressé",8,"Le vote","Oui",8,2,1,3,4,"De manière satisfaisante","Satisfait","Plutôt en défaveur",0,10,10,5,5,0,5,"Télévision","Oui, plusieurs fois","Beaucoup","Non",NA,NA,"Réseaux sociaux","Pas du tout","Oui, ceux qui partagent les opinions","1-2 heure/jour",3,"Souvent","Twitter","Pas du tout","Fortement d’accord",NA,"Plutôt d’accord","Plutôt en désaccord","Bien informé",0,7,"Pas confiance","Pas confiance","Pas confiance","Non","Non",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,NA,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"De Gaulle",8,"Ne pas voter","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Bloc Québécois",NA
"21",1947,73,"À la retraite","moins de $30,000","Femme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","Très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","amélioré","Très satisfait",NA,"Très satisfait",3,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture",NA,"Fortement d’accord",NA,"Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",NA,"Fortement d’accord","Assez en désaccord",NA,"Assez répandue",6,NA,"Ni bonne ni mauvaise opinion",NA,"détériorée","Peu satisfaisant","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Bloc Québécois",NA,"Bloc Québécois",NA,NA,"Ni plus ni moins importante",6,2,4,3,5,1,7,"Beaucoup",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, totalement","Beaucoup confiance",NA,"Assez en désaccord","Fortement d’accord","Fortement en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Plutôt en désaccord",NA,"Fortement d’accord","Fortement d’accord",4,4,"Peu intéressé",2,"Le vote","Oui",6,3,1,2,4,NA,NA,"Sans opinion, neutre",NA,6,3,2,1,0,0,"Télévision","Non","Beaucoup","Oui","Bloc Québécois",NA,"Réseaux sociaux","Un peu","Non","Plusieurs fois par semaine",2,"Souvent","Facebook","Assez","Plutôt d’accord",NA,"Assez en désaccord","Plutôt d’accord","Plutôt informé",NA,7,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Tout à fait satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"À aucune élection","Parti vert",NA
"22",1947,73,"À la retraite","Plus de $110,000","Homme","Canada","Français",2,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas très important","non aucun","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","Très satisfait",2,NA,9,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","Neutre","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Parti libéral","Peu répandue",1,7,"Plutôt mauvaise opinion","resté stable","resté stable","Assez satisfaisant","Moyennement","Je vais davantage m’intéresser aux politiques proposées",NA,NA,"Parti libéral",NA,NA,"Plus importante",2,6,4,5,1,3,1,"Beaucoup",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","Beaucoup confiance","Correctement","Plutôt en désaccord","Plutôt d’accord","Plutôt en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord",8,7,"Intéressé",7,"Le vote","Non",2,3,1,2,4,"De manière satisfaisante","Neutre","Plutôt en faveur",1,9,6,NA,1,6,NA,"Télévision","Non","Assez","Non",NA,NA,"journaux en ligne-papier","Pas du tout",NA,"Rarement",2,"Rarement",NA,"Assez","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Plutôt d’accord","Bien informé",0,3,"Moyennement confiance","Beaucoup confiance","Beaucoup confiance","Oui","Oui",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,9,"Choisir l'option la moins pire",NA,"Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection","Non, aucun",NA
